gene	s15v24hpf_mean_expression	s15v24hpf_log2_change	s24vMel_mean_expression	s24vMel_log2_change	s24vIri_mean_expression	s24vIri_log2_change	MelvIri_mean_expression	MelvIri_log2_change	genename	type	s15_Rep1	s15_Rep2	s24_Rep1	s24_Rep2	Mel_Rep1	Mel_Rep2	Iri_Rep1	Iri_Rep2	s15	s24	Mel	Iri	s15_Rep1_zscore	s15_Rep2_zscore	s24_Rep1_zscore	s24_Rep2_zscore	Mel_Rep1_zscore	Mel_Rep2_zscore	Iri_Rep1_zscore	Iri_Rep2_zscore
ENSDARG00000039392	0	0	0	0	34247.8512803028	-5.19147269114416	34247.8512803028	-3.99050764785407	wnk1b	other	9.621951	13.062974	3.883289	3.46267	5.434985	25.731941	148.189163	334.020386	11.3424625	3.6729795	15.583463	241.1047745	-0.0318902865511107	0.0177571142029226	-0.0532911289732465	-0.0650331558757965	-0.0428100026072269	0.120404286896291	0.692067103079078	1.47135140964567
ENSDARG00000039393	992.162581534544	3.77071227986442	992.162581534544	-7.23115747896502	992.162581534544	-10.1554911041887	992.162581534544	-2.92433362522365	si:ch211-240l19.5	other	0.898135	1.510787	0.032111	0.024806	7.193395	14.289508	94.840088	71.831116	1.204461	0.0284585	10.7414515	83.335602	-0.12807332016542	-0.115929336817753	-0.0838904038593344	-0.0964506109700743	-0.0314840834209022	0.0289549773442616	0.416661522031458	0.265042567510233
ENSDARG00000039412	0	0	281.109322837898	3.32188257059113	281.109322837898	4.69123606119315	0	0	dmrta2	TF	10.340504	7.659202	10.439364	6.124008	0.50697	0.932782	0.602253	0.229203	8.999853	8.281686	0.719876	0.415728	-0.0239679957379318	-0.0447774604888564	-0.00120027752498613	-0.040712104459657	-0.0745513482768922	-0.0777935935737972	-0.0698253702875691	-0.0643912829509708
ENSDARG00000039423	0	0	159.868427850736	-5.00728001010641	159.868427850736	-7.88611790907442	0	0	AL831745.1	other	0.484451	0.09839	0.121691	0.034972	3.682382	2.454253	18.907227	1.225037	0.2914205	0.0783315	3.0683175	10.066132	-0.132634326733842	-0.13227415034633	-0.0831786520150167	-0.0963577073972487	-0.0540985189053089	-0.0656338131797643	0.0246709635388669	-0.0598095418312861
ENSDARG00000039429	0	0	0	0	6360.07005782018	-1.90451688688139	0	0	adka	other	34.422058	23.694899	12.433209	13.470576	26.910294	26.228405	57.188641	104.277039	29.0584785	12.9518925	26.5693495	80.73284	0.241539314121287	0.140793931453889	0.0146416833595152	0.0264256503314163	0.0955124672577946	0.124372087277332	0.222292291856077	0.414323290577755
ENSDARG00000039430	0	0	719.119983730011	1.74325794469158	0	0	0	0	msl2b	other	13.987721	13.13621	6.692013	7.676996	2.253114	4.02369	3.129963	5.818333	13.5619655	7.1845045	3.138402	4.474148	0.016243810117405	0.0186046299959884	-0.0309746019897749	-0.0265198819773388	-0.0633044343991925	-0.0530906827078264	-0.0567764947209379	-0.0386762072011339
ENSDARG00000039435	0	0	362.699276386845	-2.4500667488107	362.699276386845	-2.88310782642277	0	0	rgs17	other	0.628515	0.292916	0.739756	0.817982	5.337056	10.464822	6.933496	14.205006	0.4607155	0.778869	7.900939	10.569251	-0.131045972216207	-0.130023018974301	-0.0782678582702275	-0.0892020486762026	-0.0434407633171851	-0.0016123761157335	-0.0371413985941766	-8.98920708521045e-05
ENSDARG00000039436	0	0	466.261304911774	-4.70406157420796	0	0	466.261304911774	4.96631829444543	il13ra2	other	0.125938	1.326904	0.210159	0.22194	7.372842	18.95862	0.566896	0.102083	0.726421	0.2160495	13.165731	0.3344895	-0.136587054293681	-0.118057303208276	-0.082475735491651	-0.0946490712371019	-0.0303282652554979	0.0662710856073464	-0.0700078948229824	-0.0649761504400646
ENSDARG00000039452	0	0	4128.08056359708	1.85289399790577	4128.08056359708	2.17817783275175	0	0	hk1	other	35.691357	89.716202	16.060658	19.145592	4.22772	10.178088	5.529706	5.316884	62.7037795	17.603125	7.202904	5.423295	0.255533766592959	0.904818413556774	0.0434633345753937	0.0782876670776599	-0.0505859967305988	-0.00390398895061674	-0.0443882271590362	-0.0409833281698141
ENSDARG00000039456	0	0	238.684289109321	2.28954981297606	0	0	0	0	acbd6	other	11.091541	6.228054	2.19229	1.993762	5.703341	5.89824	3.986544	5.976008	8.6597975	2.093026	5.8007905	4.981276	-0.0156875577946521	-0.0613392679635223	-0.0667268474035813	-0.0784570001953	-0.0410815215537949	-0.0381090522083726	-0.0523545401131147	-0.0379507589526846
ENSDARG00000039486	0	0	4869.03471864194	3.04415165089728	4869.03471864194	3.58378558763237	0	0	bag3	other	20.705553	53.985619	108.49395	104.089157	2.583738	32.255573	17.139292	5.386496	37.345586	106.2915535	17.4196555	11.262894	0.0903101889900548	0.491330055536801	0.777885817912707	0.854557653015256	-0.0611748851444343	0.172541943474356	0.0155442979700745	-0.0406630497269979
ENSDARG00000039490	0	0	2814.14665985533	-4.51474552670871	2814.14665985533	-2.51682857989049	2814.14665985533	1.99791694681822	pitpnaa	other	3.717669	2.236522	2.144707	1.285901	57.433678	83.529778	26.473305	13.400306	2.9770955	1.715304	70.481728	19.9368055	-0.0969870004288865	-0.107530845992467	-0.0671049149187428	-0.0849258980866914	0.292113590134233	0.582331596171401	0.0637295621713945	-0.00379224314443488
ENSDARG00000039497	0	0	0	0	248.010168531183	-3.90183196960781	0	0	ccdc85a	other	0.042763	0.208757	0.411765	0.17643	0.361931	0.602855	2.213649	8.716335	0.12576	0.2940975	0.482393	5.464992	-0.137504086911158	-0.130996940018987	-0.0808738886248782	-0.0950649714534399	-0.0754855445069326	-0.0804304100928516	-0.0615068108434211	-0.025342765153234
ENSDARG00000039522	428.745197969013	-2.31854946107726	428.745197969013	6.05161874075075	428.745197969013	6.77261289834105	0	0	tubb2	other	6.363826	5.913327	13.868114	12.462532	0.232265	0.4123	0.17438	0.081355	6.1385765	13.165323	0.3222825	0.1278675	-0.0678122209883595	-0.0649814125782506	0.0260426241964284	0.0172134833861689	-0.076320723240683	-0.0819533487180274	-0.0720341923183089	-0.0650715180715462
ENSDARG00000039534	0	0	1940.28351453544	-11.7102312756505	1940.28351453544	-5.3272761089978	1940.28351453544	6.38295516665272	rrh	other	0.093529	0	0	0.013418	106.497177	51.648243	0.815023	0.868217	0.0467645	0.006709	79.07271	0.84162	-0.136944374523315	-0.133412758119553	-0.0841455396426888	-0.0965546819800426	0.608131597693519	0.327530509443705	-0.0687269811312529	-0.061451238003867
ENSDARG00000039543	0	0	949.265793164535	2.46752409299986	949.265793164535	2.22606694175213	0	0	mrps6	other	31.973871	18.766447	52.897552	51.259216	12.654698	6.531529	13.608559	16.282139	25.370159	52.078384	9.5931135	14.945349	0.21454722115244	0.0837599467282483	0.336148389759984	0.371763016868845	0.00369217037089434	-0.0330477298657471	-0.00268251427341813	0.00946680681385553
ENSDARG00000039547	0	0	0	0	36.442773366084	5.47606329034348	0	0	other	other	2.050523	2.099036	8.583381	2.638574	4.380886	0	0	0.040761	2.0747795	5.6109775	2.190443	0.0203805	-0.115367851166449	-0.10912188805273	-0.0159468651926831	-0.0725642854008079	-0.0495994544918191	-0.085248500223682	-0.0729343995894394	-0.0652582873513785
ENSDARG00000039569	0	0	172.3027685895	9.09915303154102	172.3027685895	3.364683180251	172.3027685895	-5.73446985129002	emx1	TF	3.633211	2.601252	6.594335	6.871189	0	0	1.635805	0.15196	3.1172315	6.732762	0	0.8938825	-0.0979181785570127	-0.10331004699737	-0.0317506959465651	-0.0338838746300891	-0.077816742155391	-0.085248500223682	-0.0644898328091231	-0.064746670926585
ENSDARG00000039576	0	0	10874.8374608217	-1.75553395727897	10874.8374608217	-2.18245970317153	0	0	fstl1b	other	8.513423	6.28263	1.010409	1.025787	7.136258	6.772345	8.59786	11.857966	7.3980265	1.018098	6.9543015	10.227913	-0.0441121841572046	-0.0607076930287585	-0.0761174031248812	-0.0873029903493269	-0.0318521028501303	-0.0311230992448747	-0.0285494008042479	-0.0108884083672877
ENSDARG00000039578	0	0	6438.51796449356	1.57016799096889	0	0	0	0	pa2g4a	Cofactor	133.221283	68.912437	33.692753	44.032551	17.621651	24.43919	27.279793	25.000994	101.06686	38.862652	21.0304205	26.1403935	1.33083431750544	0.664069063609605	0.183557955421954	0.305721014300131	0.0356843157068929	0.110072464427005	0.0678929201349193	0.0495814609329839
ENSDARG00000039579	328.040627036822	4.32460427967161	328.040627036822	-4.38031011270221	0	0	0	0	cfd	other	21.297268	13.523757	0.152876	0.516393	7.585883	16.668755	3.644103	0.210882	17.4105125	0.3346345	12.127319	1.9274925	0.0968340477847716	0.0230894762881848	-0.0829308737021673	-0.0919581666798317	-0.0289560681289041	0.0479702073572962	-0.0541223338861001	-0.064475576195682
ENSDARG00000039601	0	0	588.608675499516	-2.49971479734422	0	0	0	0	ier3ip1	other	30.090029	21.238611	2.5448	2.5675	28.695116	11.301007	21.128077	16.496021	25.66432	2.55615	19.9980615	18.812049	0.193777223434693	0.112368800748797	-0.0639260029891982	-0.0732138062088942	0.107008506141772	0.0050705156178483	0.0361357262300589	0.0104508583266181
ENSDARG00000039605	0	0	1155.64475334279	-2.98314667393146	1155.64475334279	-3.59621876282301	0	0	mat1a	other	3.391613	0.74043	0.591934	1.268068	14.870144	10.784607	31.236511	15.429763	2.0660215	0.930001	12.8273755	23.333137	-0.100581878542793	-0.124844210975255	-0.0794423679948393	-0.0850888677319992	0.0179618585310313	0.000943384311711923	0.0883188079283173	0.00554510282641151
ENSDARG00000039616	190.848576961668	2.18643561934463	0	0	0	0	0	0	cenpk	other	6.761499	3.348198	0.345561	0.302579	0.884015	0.812615	0.351985	0.448475	5.0548485	0.32407	0.848315	0.40023	-0.0634277411315511	-0.0946660941385659	-0.0813999080388233	-0.0939121391882054	-0.0721228013511992	-0.0787539827830623	-0.0711173365298634	-0.0633824325413689
ENSDARG00000039626	0	0	485.98210690872	-3.24440529649219	485.98210690872	-7.04741651547714	485.98210690872	-3.80301121898495	nrgna	other	0	0.075835	0.216661	0.122725	1.802541	2.620848	33.671955	51.633892	0.0379175	0.169693	2.2116945	42.6529235	-0.137975563506544	-0.132535165676394	-0.0824240742894658	-0.0955557629524167	-0.0662065751886216	-0.064302365774757	0.100891375867479	0.17211698784105
ENSDARG00000039650	206.841082859332	3.99604545108809	206.841082859332	-2.01356756301404	0	0	0	0	itm2cb	other	20.946354	24.529079	2.468193	2.114295	2.523943	4.228671	3.365451	1.710949	22.7377165	2.291244	3.376307	2.5382	0.0929651017802099	0.150447390466666	-0.0645346787375533	-0.0773554906199129	-0.0615600247522313	-0.0514524497444973	-0.0555608277300905	-0.0575739051780405
ENSDARG00000039667	0	0	1237.27323202255	1.91820127180087	0	0	0	0	mrpl38	other	30.533705	18.579344	17.793871	24.338615	7.171481	7.426101	15.921097	9.871798	24.5565245	21.066243	7.298791	12.8964475	0.198668901987044	0.0815947172314161	0.0572344614937394	0.125744915795484	-0.0316252314995921	-0.0258982021608807	0.00925557221795404	-0.0200265856098822
ENSDARG00000039730	0	0	4604.75837581646	-11.174887088126	4604.75837581646	-13.4107912770326	0	0	zgc:112160	other	0	0	0	0	22.916412	56.577663	365.528656	36.710117	0	0	39.7470375	201.1193865	-0.137975563506544	-0.133412758119553	-0.0841455396426888	-0.0966773044608781	0.069787872441047	0.366927030751015	1.81404549453685	0.10345406452409
ENSDARG00000039754	0	0	610.670453344925	2.33597822995223	610.670453344925	2.44730316145777	0	0	xpc	other	6.850604	6.792773	6.50147	6.262514	0.984803	2.234571	1.540268	1.279188	6.8216885	6.381992	1.609687	1.409728	-0.0624453282505133	-0.0548041176119962	-0.0324885485366808	-0.0394463458271782	-0.0714736258216291	-0.0673895383145332	-0.0649830264211313	-0.0595603980348582
ENSDARG00000039757	0	0	724.741034504817	-2.50130549639159	724.741034504817	-2.68930997736804	0	0	mcfd2	other	8.053978	7.695948	0.890251	0.878282	9.2387	5.282975	10.245414	11.208703	7.874963	0.8842665	7.2608375	10.7270585	-0.0491777212889971	-0.0443522213259857	-0.0770721104045143	-0.0886509877435465	-0.0183102734781778	-0.0430263245613354	-0.0200441817975954	-0.0138756080256543
ENSDARG00000039830	0	0	0	0	2072.27709285893	-2.2364196614344	0	0	gng5	other	129.020767	77.630127	9.559449	9.97332	60.988171	30.097221	92.778229	66.960114	103.325447	9.7663845	45.542696	79.8691715	1.28452220229973	0.764953600641288	-0.00819158277272903	-0.0055345677962332	0.315008080307945	0.155292133038915	0.406017523500401	0.242631532982927
ENSDARG00000039881	0	0	962.525532154956	-3.30608064633977	0	0	962.525532154956	2.68406737911577	cemip	other	0.795612	0.773448	0.528449	0.586488	7.495508	12.393752	1.538702	1.242211	0.78453	0.5574685	9.94463	1.3904565	-0.129203671052605	-0.124462113694472	-0.0799467837777877	-0.0913175926155774	-0.0295381735232457	0.0138038659259892	-0.0649911106313996	-0.0597305258286296
ENSDARG00000039882	0	0	992.827647600057	-2.2602307996595	992.827647600057	-2.54569483166825	0	0	ap3s2	other	8.785575	6.723338	2.056578	1.308828	13.607533	5.794271	14.639183	18.260799	7.7544565	1.682703	9.700902	16.449991	-0.0411116159466644	-0.0556076467382665	-0.0678051379404873	-0.0847163761297593	0.00982938080981458	-0.0389399850409979	0.00263790790000516	0.0185704404353981
ENSDARG00000039887	0	0	5214.56992186225	2.2867288317346	0	0	0	0	c1qbp	Cofactor	122.623268	95.896111	92.115379	109.701782	31.090157	20.821405	51.041405	77.436134	109.2596895	100.9085805	25.955781	64.2387695	1.21398760352271	0.97633475083912	0.647750987408818	0.905849499899985	0.122434965735345	0.08115868880274	0.190558225193875	0.29083074249439
ENSDARG00000039892	0	0	493.503981349043	-3.19228334047037	493.503981349043	-3.51065902169487	0	0	gnpnat1	other	4.09499	6.781456	0.635276	0.486812	6.447911	12.283409	18.903343	3.981396	5.438223	0.561044	9.36566	11.4423695	-0.092826908282699	-0.0549350823865623	-0.0790979970589561	-0.0922284972511236	-0.0362857460244463	0.0129219913138417	0.0246509130454555	-0.0471277862666912
ENSDARG00000039914	15196.8089451726	-3.41951869722106	0	0	15196.8089451726	-1.84966429455382	15196.8089451726	-1.85150154171366	gapdhs	other	15.192409	13.985587	88.752594	63.40155	96.775124	115.915909	321.00946	539.724792	14.588998	76.077072	106.3455165	430.367126	0.0295259043750963	0.0284339546691943	0.621032206142978	0.48272762547021	0.545511852239862	0.841165475208453	1.5842226711392	2.41777856062717
ENSDARG00000039931	0	0	1902.45241387829	-1.97768102737338	1902.45241387829	-2.27464697263069	0	0	slc25a33	other	10.474413	18.656607	4.934158	6.741413	20.446381	34.410179	45.065063	35.932278	14.56551	5.8377855	27.42828	40.4986705	-0.0224916035434772	0.0824888350521552	-0.0449415202560519	-0.0350698527991833	0.0538784022414253	0.189761815424374	0.15970636991711	0.0998752984538467
ENSDARG00000039943	0	0	3283.72424933686	3.00157817760257	3283.72424933686	3.18781168521403	0	0	fam46ba	other	40.097084	68.345222	38.081028	27.180397	1.522621	13.007345	7.986665	2.581325	54.221153	32.6307125	7.264983	5.283995	0.304108402754069	0.657505028564492	0.218424698273297	0.151714982782638	-0.0680095399685284	0.0187077754525697	-0.0317045916694766	-0.0535693848375152
ENSDARG00000039963	0	0	797.871201003988	-7.73518415601398	0	0	797.871201003988	8.3380759236089	fgfbp1b	other	0	0	0.348144	0.2186	170.595337	18.36451	0.069728	0.455644	0	0.283372	94.4799235	0.262686	-0.137975563506544	-0.133412758119553	-0.0813793849866479	-0.0946795943468046	1.02098785997144	0.0615228865750291	-0.07257444057693	-0.0633494486283
ENSDARG00000039966	0	0	1210.58722633674	-2.81210549859668	0	0	1210.58722633674	3.72349638949948	prom1a	other	1.530201	1.065331	1.025171	0.755639	6.615733	19.237087	0.733874	0.639667	1.297766	0.890405	12.92641	0.6867705	-0.121104577894324	-0.121084328831461	-0.0760001126501568	-0.0897717798822487	-0.03520480448653	0.0684966275775747	-0.0691458991255468	-0.0625027756425737
ENSDARG00000039980	0	0	3482.11885784308	-3.62881785015082	3482.11885784308	-2.87799220334002	0	0	ppt1	other	8.524345	5.418381	3.103733	3.127988	71.623291	39.411999	37.390953	41.658501	6.971363	3.1158605	55.517645	39.524727	-0.0439917653985861	-0.0707091223345832	-0.0594850385596378	-0.0680916994091832	0.383508890504012	0.229736966295131	0.120090074347349	0.126221126553293
ENSDARG00000039996	0	0	0	0	230.139320307031	-2.09608061294883	0	0	xkr8.3	other	3.412146	1.335043	0.635165	0.658123	3.098097	2.727331	6.666867	5.466259	2.3735945	0.646644	2.912714	6.066563	-0.100355495245713	-0.117963115499502	-0.0790988790019648	-0.0906629450216998	-0.0578618987153542	-0.0634513407498319	-0.0385178257331503	-0.0402960674619523
ENSDARG00000040001	0	0	0	0	7090.08913749885	-1.72721416230193	0	0	fryl	other	2.659026	4.701835	1.763379	1.80981	1.387906	4.447921	6.752498	10.372315	3.6804305	1.7865945	2.9179135	8.5624065	-0.108658898971285	-0.0790012744381685	-0.0701347308072222	-0.0801380741701583	-0.0688772393123593	-0.0497001772060186	-0.0380757701715368	-0.0177237526879281
ENSDARG00000040002	0	0	1360.11674238421	-1.78810664028049	0	0	0	0	pnpla7b	other	1.606671	1.397065	1.705241	1.510173	7.020744	9.188649	5.126426	6.312768	1.501868	1.607707	8.1046965	5.719597	-0.120261470178563	-0.117245372524496	-0.0705966623625352	-0.082876353518057	-0.0325961285488519	-0.0118117052023833	-0.0464700919847128	-0.0364013570047043
ENSDARG00000040024	0	0	0	0	0	0	896.787335444987	-2.02511328599123	gpd1l	other	15.718182	11.811952	2.798642	3.509948	1.859054	3.257766	8.387465	14.017703	13.765067	3.154295	2.55841	11.202584	0.0353227302288851	0.00327979563728752	-0.0619091185097911	-0.0646010985163584	-0.065842574943527	-0.0592120400248697	-0.0296355294245569	-0.000951656036473176
ENSDARG00000040031	0	0	5345.06462694705	1.9895551727095	5345.06462694705	2.06352953562385	0	0	tardbp	other	112.549217	86.877518	77.814903	83.980186	19.800814	31.805462	21.124052	28.914103	99.7133675	80.8975445	25.803138	25.0190775	1.10291777055452	0.871968045957187	0.534127520478465	0.670788692583827	0.0497203050562648	0.168944601879979	0.0361149478479836	0.067585317410176
ENSDARG00000040039	0	0	8964.77257110106	-5.70646696239964	8964.77257110106	-4.02948685668533	0	0	pttg1ipb	other	4.794741	2.399417	2.92379	2.418079	375.480621	192.909653	116.724884	89.006371	3.597079	2.6709345	284.195137	102.8656275	-0.085111915903831	-0.105645760991764	-0.0609147635219292	-0.0745793132672427	2.3406540180638	1.45650879674031	0.529638081765411	0.344064344306938
ENSDARG00000040041	0	0	8684.25554414679	3.58893638118235	8684.25554414679	3.03855132341238	0	0	mcm4	other	105.771523	68.340782	93.195801	96.762306	8.486809	17.567877	23.38962	14.269641	87.0561525	94.9790535	13.027343	18.8296305	1.02819139280543	0.657453647138401	0.656335407493004	0.78760008509664	-0.0231532035700932	0.0551560992129041	0.0478105596546155	0.000207487650337192
ENSDARG00000040045	0	0	0	0	479.58261090918	6.09866456368946	479.58261090918	5.45449236068772	cldn1	other	20.646267	8.675317	26.340073	12.589352	15.87212	15.566694	0.600372	0.11705	14.660792	19.4647125	15.719407	0.358711	0.0896565407092041	-0.0330185781076351	0.125137732708426	0.0183724476893107	0.0244155861614684	0.0391624024495271	-0.0698350806320868	-0.0649072886424776
ENSDARG00000040046	0	0	3882.19328634024	-1.86603911599235	3882.19328634024	-1.47420023557242	0	0	snai2	TF	37.466732	30.091663	8.354368	10.805449	36.639599	74.855003	42.574436	41.833027	33.7791975	9.5799085	55.747301	42.2037315	0.275107878805207	0.214819800077451	-0.0177664725282796	0.00206997254920987	0.158178922845004	0.513001744358486	0.146848929069112	0.127024104710952
ENSDARG00000040076	0	0	173.77792921794	-2.9226837953116	0	0	0	0	pycard	other	3.572355	2.407352	0.591099	0.677052	8.113699	7.530582	9.408017	0.699459	2.9898535	0.6340755	7.8221405	5.053738	-0.0985891366209646	-0.105553934051216	-0.0794490024309859	-0.0904899594098549	-0.025556405159944	-0.0250631773622819	-0.0243671022484661	-0.0622276781212718
ENSDARG00000040110	546.957623275039	2.36659584766045	0	0	0	0	0	0	kif20bb	other	9.832644	7.932298	0.766897	0.714891	0.20676	1.100177	0.480277	0.180302	8.882471	0.740894	0.6534685	0.3302895	-0.029567324684274	-0.0416170861780924	-0.0780522112864518	-0.0901441618206214	-0.0764850009511414	-0.0764557524719562	-0.0704550507675749	-0.06461627197775
ENSDARG00000040118	3215.98052780551	-2.59565548319602	3215.98052780551	5.89442752966294	3215.98052780551	5.63987364568679	0	0	zgc:113232	other	7.151421	6.860478	11.014487	25.923632	0.054321	0.79194	0.697525	0.336411	7.0059495	18.4690595	0.4231305	0.516968	-0.0591287186816325	-0.0540206087260723	0.00336932345692422	0.140229840278001	-0.0774668605827655	-0.0789192198856076	-0.0693335446932628	-0.0638980287520188
ENSDARG00000040135	0	0	2343.86234199569	4.82287894387184	2343.86234199569	3.88374243045815	0	0	fosaa	TF	48.349998	49.083054	114.507149	64.11982	0.134838	7.394482	10.286129	3.052115	48.716526	89.3134845	3.76466	6.669122	0.395099581921305	0.434595645355579	0.825663284741233	0.489291647627738	-0.0769482505685337	-0.0261509050361106	-0.0198339974929499	-0.0514033231226749
ENSDARG00000040152	0	0	545.255424403798	2.05677721543507	545.255424403798	2.18315405880296	0	0	nek4	other	6.53683	5.3445	4.547396	3.979831	1.091651	1.870209	1.206233	1.783237	5.940665	4.2636135	1.48093	1.494735	-0.0659047931440068	-0.0715641023213042	-0.0480145116247949	-0.0603069996072496	-0.0707854178307621	-0.0703015635216719	-0.0667074256401476	-0.0572413147040661
ENSDARG00000040157	888.6276308725	2.24327173386339	0	0	0	0	0	0	glt8d1	other	17.811304	18.048782	1.548802	1.924981	4.580276	5.456555	4.85914	4.062694	17.930043	1.7368915	5.0184155	4.460917	0.0584001110086781	0.0754548451166008	-0.0718396378790927	-0.0790855660660963	-0.0483151834591468	-0.0416390521908491	-0.047849910775121	-0.0467537416070911
ENSDARG00000040162	0	0	242.681088175036	2.68186599008497	242.681088175036	5.97489494604877	242.681088175036	3.29302895596381	zgc:165461	other	6.755899	2.64759	10.32023	6.690589	0.80985	3.268234	0.218132	0.104366	4.7017445	8.5054095	2.039042	0.161249	-0.0634894830330584	-0.102773805438313	-0.00214684868172809	-0.0355343158313776	-0.0726004981320715	-0.0591283785018011	-0.0718083300145671	-0.0649656465659488
ENSDARG00000040177	2306.13792057438	2.69833651809869	2306.13792057438	-11.1948734637932	2306.13792057438	-6.30093653902502	2306.13792057438	4.89393692476815	rgs16	other	0.49783	0.598609	0.038824	0.013983	129.556961	133.947968	3.773375	5.069275	0.5482195	0.0264035	131.7524645	4.421325	-0.132486818715937	-0.126485419360317	-0.0838370661708894	-0.0965495186396288	0.756659671372641	0.9852798733746	-0.0534549890394802	-0.0421225545237085
ENSDARG00000040180	0	0	635.720272317356	1.6889107476335	0	0	0	0	slc35a1	other	11.736836	12.698339	8.210382	8.109076	13.628392	11.600482	9.336868	10.594817	12.2175875	8.159729	12.614437	9.9658425	-0.00857296130658477	0.0135374145851858	-0.01891050357378	-0.0225712516658618	0.0099637336332787	0.00746395606692883	-0.024734396933256	-0.0167000413438566
ENSDARG00000040184	0	0	22561.7615861266	2.33943198346272	22561.7615861266	1.96407002896943	0	0	syncrip	other	186.285889	152.153564	119.513145	115.945496	31.560421	32.620338	36.575317	53.789562	169.2197265	117.7293205	32.0903795	45.1824395	1.91588961700145	1.62736812097349	0.865438088108581	0.962908651808412	0.125463936259988	0.175457189506275	0.115879491380289	0.182035028276977
ENSDARG00000040186	0	0	0	0	362.769970547965	-1.69316189907788	362.769970547965	-1.77011266545518	fam210ab	other	5.538729	4.081321	2.094487	1.929837	2.059315	3.151652	8.387316	9.670429	4.810025	2.012162	2.6054835	9.0288725	-0.0769091955790737	-0.086182106471847	-0.0675039345394353	-0.0790411887545047	-0.0645526937996683	-0.0600601159571303	-0.0296362986118686	-0.0209530659545278
ENSDARG00000040190	13205.6092379582	-3.89706003012403	0	0	0	0	13205.6092379582	3.26563427621508	qdpra	other	6.732183	3.634073	28.543459	30.161253	213.993759	106.273125	14.395751	20.945009	5.183128	29.352356	160.133442	17.67038	-0.063750959985942	-0.091357836214284	0.142644587466673	0.178955999158652	1.30051710536132	0.764099178297704	0.00138123135208781	0.0309202450523009
ENSDARG00000040192	0	0	1341.74487937954	-2.90927654444024	1341.74487937954	-2.36739052234893	0	0	nenf	other	10.989519	7.415721	3.435225	3.112872	50.520065	16.644552	31.986492	27.314644	9.20262	3.2740485	33.5823085	29.650568	-0.0168123849867203	-0.0475951183731138	-0.0568511912457668	-0.0682298393272269	0.247583007321621	0.0477767740517144	0.092190458056828	0.0602263528944538
ENSDARG00000040224	0	0	2041.92446442711	2.55678798866089	2041.92446442711	3.51474680365184	0	0	krcp	other	54.46439	52.741932	10.77069	12.818724	1.619179	5.311836	2.524251	0.612413	53.603161	11.794707	3.4655075	1.568332	0.462512829892958	0.476937620475756	0.00143225084708807	0.0204685994015031	-0.0673876098698636	-0.0427956639559396	-0.0599033805255655	-0.0626281688029558
ENSDARG00000040230	0	0	402.631680843702	-5.88183813315237	402.631680843702	-8.38623967718481	0	0	si:dkey-37m8.11	other	0.201144	0.201635	0.030912	0.020741	3.223603	2.77633	10.54518	34.455444	0.2013895	0.0258265	2.9999665	22.500312	-0.135757882607117	-0.131079358603811	-0.0838999304329149	-0.0964877596050867	-0.0570535145424941	-0.0630597348108904	-0.0184966904979183	0.0930805203434906
ENSDARG00000040245	0	0	0	0	12598.4812582926	2.49943687861515	0	0	kpnb3	other	63.872684	42.134979	39.5201	57.14986	29.066484	31.097996	12.864596	13.261566	53.0038315	48.33498	30.08224	13.063081	0.566242465875113	0.354189789029372	0.229858747727483	0.42559558364472	0.10940048750925	0.163290447974814	-0.00652309749426929	-0.00443057319035122
ENSDARG00000040248	650.493758157567	-2.51608288946289	0	0	650.493758157567	-1.90988021000703	0	0	crata	other	0.345779	0.694003	2.163344	1.561031	4.44805	6.190403	10.985453	9.424397	0.519891	1.8621875	5.3192265	10.204925	-0.134163232620596	-0.125381482477313	-0.066956835893039	-0.0824115797715723	-0.049166851153445	-0.0357740501483518	-0.0162238555633936	-0.0220850366757105
ENSDARG00000040252	0	0	0	0	17.225134839784	-5.05868959869431	0	0	atp1a1a.5	other	1.826329	1.002358	2.232056	1.649819	2.014432	3.383383	11.186414	1.641373	1.4143435	1.9409375	2.6989075	6.4138935	-0.117839666142616	-0.121813077152461	-0.0664108893343567	-0.0816001768181946	-0.0648417852122739	-0.0582080937559253	-0.0151864283732706	-0.0578940179881506
ENSDARG00000040255	0	0	776.600060033967	-2.33322515897597	776.600060033967	-3.29124676359777	0	0	ephx2	other	2.77862	1.815768	0.512514	0.581534	2.489696	8.48975	14.879724	8.224156	2.297194	0.547024	5.489723	11.55194	-0.107340334512559	-0.112399976747773	-0.0800733942448473	-0.0913628655154178	-0.0617806096865606	-0.0173973906065805	0.00387966014914491	-0.0276072357000774
ENSDARG00000040257	0	0	1711.58416954673	-9.2810361671115	1711.58416954673	-3.23814064825202	1711.58416954673	6.04289551885947	slc38a11	other	0.290358	0.110963	0.004337	0.033105	41.891651	37.275333	0.802338	0.275476	0.2006605	0.018721	39.583492	0.538907	-0.134774267964068	-0.132128650645824	-0.0841110803018894	-0.0963747692672532	0.192007390901018	0.212660472996609	-0.0687924652993587	-0.0641783851117414
ENSDARG00000040265	0	0	362.932023792163	-2.72327898781047	0	0	0	0	mpdu1b	other	5.966563	2.220284	0.519433	0.604741	6.960848	4.016413	4.227405	3.4676	4.0934235	0.562087	5.4886305	3.8475025	-0.0721921804559505	-0.107718758514284	-0.0800184197973051	-0.0911507847349178	-0.0329819186976705	-0.0531488413726497	-0.0511111359180709	-0.0494917146526767
